question_id,entropy,pmax,margin,correct,correct_answer,SelfProb,OtherProb,question_text,gap_abs,gap_signed,direction
sqa_test_009ba615d1362b1de5daaf5123d96e9b1d023a5fe1d0a977a6c3fa89618edd7e,1.0500702900544154,0.5311705025306815,0.193538008851027,1.0,C,0.23428228434546042,0.43518510758871787,,0.20090282324325745,-0.20090282324325745,Other>Self
sqa_test_010d5323ff33865209928b02bcdfc54158092c35b5f30f40b2ea1b5f3aa56c8f,0.7851052806790402,0.7360293523228273,0.5584540124224893,1.0,A,0.4039765244212722,0.5057926608060054,,0.10181613638473319,-0.10181613638473319,Other>Self
sqa_test_0163e7d03c561f73f214dd8e465349d500bf60a7a6a3d8e9e3a7d0d614ccf4bb,0.8989821372877891,0.6720448565348902,0.46057656629778587,0.0,B,0.5224987321388144,0.5726466749513914,,0.05014794281257706,-0.05014794281257706,Other>Self
sqa_test_01aa87b4450dfc9d2b0d049501c256442bfc29cabf070dd524a31ff29e9c0840,1.1664588997529932,0.5567891746351243,0.38697808068808887,1.0,B,0.2860117404131744,0.4789808432704171,,0.19296910285724272,-0.19296910285724272,Other>Self
sqa_test_0227098556a959b5231dd6baed0245081c786753058d7a0cf8dbebac2c8152da,0.05144048039527625,0.9922863534925662,0.9882311050390329,0.0,A,0.7335259893041359,0.7521946738739859,,0.018668684569849936,-0.018668684569849936,Other>Self
sqa_test_02f4ed9255acfd91b0600e4f5cdb78a88146b3c5a3b38c4f2efeae04d7f621f0,0.18085790635382376,0.9668876985227937,0.9522062866034782,1.0,A,0.15531772372429087,0.33016975003733706,,0.1748520263130462,-0.1748520263130462,Other>Self
sqa_test_02fa00a17c617b0d7d5b82afcc1adf3c61477e1f9ca98540fb3ac2c397507f72,0.3217950298322165,0.925112066568972,0.8729208167202096,1.0,D,0.5542071712421491,0.6120885651639663,,0.057881393921817126,-0.057881393921817126,Other>Self
sqa_test_03922247bb6b34c880c5d234b20020f4e5a29263211910d0c17c580c0e417266,0.8621906907148602,0.7233120383599295,0.5874057289169633,0.0,D,0.2212044075655275,0.40153834088810836,,0.18033393332258085,-0.18033393332258085,Other>Self
sqa_test_051c3cddbf9d6e40c5d1403ee7809fda8ce4fbe6b69f6d90bc4f2728f9802bd5,0.9195474276810311,0.7071741305818329,0.5917311134789398,1.0,D,0.3467098145367039,0.48337152074677153,,0.13666170621006762,-0.13666170621006762,Other>Self
sqa_test_05ee2f2b4870aceac22826fc49771cc14f9db805821a82fac5c031c75dbd8b6a,0.651374204493078,0.8146226062189666,0.7260365022043609,0.0,D,0.36365781316923007,0.4133393069583756,,0.04968149378914555,-0.04968149378914555,Other>Self
sqa_test_062f83bd3892166ca91c052fe43d1f9fe8bbfb9870ddc44144001c35d20aa1dd,1.1117381798512076,0.5135720890983552,0.2471343992035382,1.0,A,0.4215062932600428,0.5076305596989737,,0.08612426643893095,-0.08612426643893095,Other>Self
sqa_test_0650b67961ce5adb190da1794a402eba6e3728cd0f7f516a9d292580da1bbbd3,0.8902506254172708,0.624198666410447,0.3199885322654464,0.0,D,0.4158365094794772,0.5023298165144129,,0.08649330703493568,-0.08649330703493568,Other>Self
sqa_test_06c8bafadff1502c95177fbbb80130e70a36b0cdf7261e434cc7879d779c3b75,0.16072302320216433,0.9638797002120157,0.9287703811668588,0.0,B,0.1902196580661095,0.5084480577262123,,0.31822839966010275,-0.31822839966010275,Other>Self
