question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_625d3f801a785d26deb2eaf4e7032320ba385055f8f87ad2e3b4536c1e76e631,0.15505099925209848,0.655660607052518,0.5006096078004196,-0.5006096078004196,Other>Self,0.645537218430611,0.4293093415537479,0.0,0.8920881671904282,C,
sqa_test_14867044fb3a7f62358e07faf0f1b77d44634f06116fe540de7df05a8f052881,0.11068240782207336,0.5656998505816708,0.45501744275959743,-0.45501744275959743,Other>Self,0.5831034242590476,0.1946727806572881,0.0,0.7992749845205467,C,
sqa_test_d87c4b8275b9cbc95362d9039f657e9db3e258363b4545b1f39f61ab55f330bd,0.36990409554731,0.8007214351262932,0.4308173395789832,-0.4308173395789832,Other>Self,0.7951082927675189,0.70728267359579,0.0,0.728122827171924,D,
sqa_test_348f0a3da53b0a075cc1843093bb073815fd8230d2e69e5c2fbc4379b7cc0800,0.21523212003130687,0.6389369531096323,0.4237048330783254,-0.4237048330783254,Other>Self,0.5544762116190355,0.20749386468171166,0.0,0.9566997521601095,C,
sqa_test_aa95e2751aa6b686f7254b0548f497b9a2f231eb68a4e2aa29e8dc3d1c936765,0.2235920920360103,0.6362840074559722,0.412691915419962,-0.412691915419962,Other>Self,0.6648157183658852,0.3698055316414029,1.0,0.7670101663288288,A,
sqa_test_734b032ec773ee6cc8a6705500f0315641a98b1ae7bebac03c1b4c2106a1d8a6,0.2106017819514787,0.6227339673376923,0.41213218538621355,-0.41213218538621355,Other>Self,0.8791896726970359,0.7674132492724217,1.0,0.40478444973671596,B,
sqa_test_1928d080a752df8aa7eec8daf0b6135ae37cd391863318ff547e6efe65c96f8b,0.32919497811955084,0.6988265153790755,0.36963153725952463,-0.36963153725952463,Other>Self,0.9406270756095535,0.9151654669944078,0.0,0.2882674944117804,C,
sqa_test_20dffbea5716c531a77979d8a6c40e019b3c0fe73a78dd3515c6fd1a489aff67,0.20087112508703558,0.5613801137306815,0.36050898864364594,-0.36050898864364594,Other>Self,0.5558490890621526,0.11613626780716485,1.0,0.7136756972052508,D,
sqa_test_323d9402aac5abb4ab45d7ae3b90c6fdc9b625de921d31f8fb2a493843a98fed,0.23512187056065528,0.5848483215448723,0.34972645098421706,-0.34972645098421706,Other>Self,0.9926937050390738,0.9894338838028305,0.0,0.050304191538840644,B,
sqa_test_46289cb738045c8662cc8dd2a65b9d110f7601f09022656ef47146d42334dcb1,0.24703892509751782,0.59084415369205,0.3438052285945322,-0.3438052285945322,Other>Self,0.7131497483218298,0.5791528726679257,0.0,0.8743873758320901,B,
sqa_test_e8cbdd0c0c3d9a1847f07773fef93c3e09eb069859a489456549b85e74764ebe,0.6672117821442465,0.32697336045169645,0.34023842169255003,0.34023842169255003,Self>Other,0.9686533947230137,0.9524995669897628,1.0,0.17135194875047394,D,
sqa_test_4ddf0fe420fc193906c988e4316db030f9a045d11f72db14c5166b5d127f15b2,0.20935742658252682,0.5463105803401085,0.33695315375758167,-0.33695315375758167,Other>Self,0.665082509228486,0.35091979578143945,0.0,0.7292571851967794,D,
sqa_test_61f7f5d9aac1de452ae11e0f0d47deb2f29eb3b4388f3a6e9b33f8a22f55695d,0.5114828998608695,0.17586325313852977,0.3356196467223397,0.3356196467223397,Self>Other,0.6071473143251747,0.4069313803343636,0.0,1.0324037786586338,A,
sqa_test_fc17cab9a9dab831ba1eeb55fadc0be503ed0eb49c001e0b7619f42bba0b08c1,0.2805491984586737,0.6144538589625196,0.3339046605038459,-0.3339046605038459,Other>Self,0.5989343599530722,0.37859872231516045,1.0,1.0058171400111056,B,
sqa_test_cc72d96018a342afb27447bee83bcc7f1b6f985d37c52e87a037591038d3b5f3,0.25281089032698806,0.5851916694104412,0.33238077908345315,-0.33238077908345315,Other>Self,0.7711996738173735,0.6371852613164909,0.0,0.7413584284401815,A,
sqa_test_a18f310440a20c2d791491fd0f42c5372de3f0039e22f04f2cf23385b70ad0dd,0.4408675029199222,0.7691353549990073,0.3282678520790851,-0.3282678520790851,Other>Self,0.7989702972357211,0.6685419952327172,0.0,0.6745019360268587,D,
sqa_test_4b9e854eb0ced6c1badd117a7e0bc84daa2908ec5a68f6191b6e751a2881172a,0.28207253274426997,0.6071278481314183,0.3250553153871483,-0.3250553153871483,Other>Self,0.6950883034985547,0.529990350467301,0.0,0.922179367435964,D,
sqa_test_06c8bafadff1502c95177fbbb80130e70a36b0cdf7261e434cc7879d779c3b75,0.1902196580661095,0.5084480577262123,0.31822839966010275,-0.31822839966010275,Other>Self,0.9638797002120157,0.9287703811668588,0.0,0.16072302320216433,B,
