question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_009ba615d1362b1de5daaf5123d96e9b1d023a5fe1d0a977a6c3fa89618edd7e,0.026548249758256925,0.025023647327846343,0.001524602430410582,0.001524602430410582,Self>Other,0.938657660188203,0.9165825462453765,1.0,0.29763624719263376,C,
sqa_test_0163e7d03c561f73f214dd8e465349d500bf60a7a6a3d8e9e3a7d0d614ccf4bb,0.035629226700455804,0.02521956813522341,0.010409658565232394,0.010409658565232394,Self>Other,0.5963069214201538,0.3769378251751968,0.0,1.0791111334892944,B,
sqa_test_01aa87b4450dfc9d2b0d049501c256442bfc29cabf070dd524a31ff29e9c0840,0.02597087602393036,0.02510902974600895,0.000861846277921411,0.000861846277921411,Self>Other,0.8468494501534829,0.7322408416659929,1.0,0.5306964191793136,B,
sqa_test_02f4ed9255acfd91b0600e4f5cdb78a88146b3c5a3b38c4f2efeae04d7f621f0,0.025141433961651145,0.02501992340228803,0.00012151055936311661,0.00012151055936311661,Self>Other,0.8363091652100322,0.7231270274629573,1.0,0.5819016345618294,A,
sqa_test_02fa00a17c617b0d7d5b82afcc1adf3c61477e1f9ca98540fb3ac2c397507f72,0.035383127093952804,0.025315937886173992,0.010067189207778812,0.010067189207778812,Self>Other,0.8526445293744849,0.7826552043541054,0.0,0.5443990711503958,D,
sqa_test_051c3cddbf9d6e40c5d1403ee7809fda8ce4fbe6b69f6d90bc4f2728f9802bd5,0.02646718742674992,0.025082861661495672,0.0013843257652542476,0.0013843257652542476,Self>Other,0.8666170314706919,0.7752762724448264,0.0,0.5037588856404831,D,
sqa_test_05ee2f2b4870aceac22826fc49771cc14f9db805821a82fac5c031c75dbd8b6a,0.04626787023575696,0.025139986479265325,0.021127883756491633,0.021127883756491633,Self>Other,0.9789201423354283,0.9649565960047697,0.0,0.12056891608345452,D,
sqa_test_062f83bd3892166ca91c052fe43d1f9fe8bbfb9870ddc44144001c35d20aa1dd,0.029437577426085937,0.025046101257533062,0.004391476168552875,0.004391476168552875,Self>Other,0.9618737623206551,0.9481533697284219,1.0,0.2035799336767604,A,
sqa_test_0650b67961ce5adb190da1794a402eba6e3728cd0f7f516a9d292580da1bbbd3,0.03530200150605769,0.025294916807093844,0.010007084698963845,0.010007084698963845,Self>Other,0.9981478332844752,0.9966471787817588,0.0,0.01447024830727289,D,
sqa_test_06c8bafadff1502c95177fbbb80130e70a36b0cdf7261e434cc7879d779c3b75,0.026634569140382612,0.0250714094294974,0.0015631597108852133,0.0015631597108852133,Self>Other,0.6458241054472005,0.46079237925113703,0.0,0.9660562703229134,B,
