question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_1d47b1567644d647f6e76152a619dd069bc03442e2080fe9818a79d2db73aeb1,0.07020859651761868,0.02523724715802227,0.044971349359596416,0.044971349359596416,Self>Other,0.7243133395475293,0.4578533211972555,0.0,0.6350378033474611,B,
sqa_test_35766a883343437651c02d42efa2dc96909bbba2793596bdf1caeecd02dde32b,0.027226988871777442,0.02503155724326123,0.0021954316285162125,0.0021954316285162125,Self>Other,0.9998607254438782,0.9997518318408127,1.0,0.0014673548420718694,B,
sqa_test_b0bd2165cf927888c3da2ba086fefb21930d3e49f1a3965b1c0f812c06011cbe,0.025631578071574505,0.029747270306281378,0.004115692234706873,-0.004115692234706873,Other>Self,0.9784242740766278,0.9605038091603961,0.0,0.11545851083803814,A,
sqa_test_58eacf324c51436324d5039e1b34f78a8cf6bed05288585d86eb28c20eccee24,0.03017438554403676,0.025023730557392314,0.005150654986644448,0.005150654986644448,Self>Other,0.8494959434400927,0.734529172752551,0.0,0.5302002488963826,B,
sqa_test_7967ac93265c6cfdf9757b4158bc359b15b089daca79646c2b122e12908ad347,0.030316365023490027,0.025037438904755693,0.005278926118734335,0.005278926118734335,Self>Other,0.6508645877087323,0.3434178986236818,1.0,0.7967099307455756,A,
sqa_test_159d9448f64aa9e7a3deae7a1a46f1e59b029b1c8cba82fdf588697b3b370f52,0.02612619912806272,0.02501801847499796,0.0011081806530647588,0.0011081806530647588,Self>Other,0.6814525285047818,0.4307601083062823,1.0,0.8377862128550426,B,
sqa_test_f9aeee91ce3644e8268abc51a73005ac0f06e5cb5ef1e00f36cb308822c924bb,0.0324065456941345,0.02540995208808702,0.006996593606047482,0.006996593606047482,Self>Other,0.9616547293843731,0.9390387783629881,1.0,0.19847628284494212,D,
sqa_test_bf80418c05671b05d6568ee07203a26845d4d2c39850c349ff698ca23c55797c,0.07549014461106286,0.02960727229765893,0.04588287231340393,0.04588287231340393,Self>Other,0.8803673821345781,0.7612226219980964,0.0,0.3696222128811165,C,
sqa_test_28cbd1317841e2a14443359a117b343154b9735b3eac075af187bb39c426c338,0.03366497953846989,0.02644298974662124,0.007221989791848651,0.007221989791848651,Self>Other,0.9998890693223587,0.9998307811107985,1.0,0.0012334535896303556,C,
sqa_test_4e56eba5aa4f418b42652333abc74c66c00f3f48473fce026b6910d99b61790e,0.039805199578273234,0.025106797215601603,0.014698402362671632,0.014698402362671632,Self>Other,0.8574157997401991,0.7670448460536523,1.0,0.5280942374215956,D,
sqa_test_56f0f0e0e0e376ed19b31379631e4c32bed159a2e15e1b32dde1f5e08b2dda30,0.029403502256464507,0.026111751041097597,0.003291751215366911,0.003291751215366911,Self>Other,0.9860372485468788,0.977506355687479,0.0,0.08387297947389932,D,
sqa_test_9a550b6b2ceb8121fefdfcf283345374867d0ae0a208301ce9974e84e5e29fd7,0.04975565410412916,0.028134367321483646,0.021621286782645514,0.021621286782645514,Self>Other,0.9999765147219192,0.9999598134213278,1.0,0.00029243220668636054,B,
