question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_8e12cf0b4ea504403976485e99f13f469492029ac64dec21a92f2b014ba5e183,0.9491778876341986,0.025112807944562086,0.9240650796896366,0.9240650796896366,Self>Other,0.9999538220276746,0.9999371210961068,0.0,0.0005578213586276605,C,
sqa_test_a2ee0f9e1d81123b42bd6b4ee113fbf4020314b184b1aa0d92e3ca9044caff21,0.8614584987031367,0.05602673891687314,0.8054317597862636,0.8054317597862636,Self>Other,0.9891361423930478,0.9824713970424808,1.0,0.06785155138684845,A,
sqa_test_9a2eea65cb48b8e7ce6532236545e7ce3d5d0d48762fc6aba5a53299f6915b86,0.8267977880472608,0.03478956818068809,0.7920082198665727,0.7920082198665727,Self>Other,0.9999788209739796,0.9999658139487022,1.0,0.0002666680116087634,B,
sqa_test_9d7286985a26c4ee2c1e1a3356b2deae6f41fe2d4246ac34be309c3e4ccac196,0.9446878717814068,0.17040163102782924,0.7742862407535775,0.7742862407535775,Self>Other,0.9999736813071176,0.9999493811154144,1.0,0.00031224402560868866,B,
sqa_test_d370c9537bcdee79fa11c26172e4a520a2fda9bfd0f4169c6328f547b71fcd8c,0.7510621164765896,0.037491026076964244,0.7135710903996254,0.7135710903996254,Self>Other,0.9999771361343607,0.9999681965614647,0.0,0.00029213763552835947,B,
sqa_test_9d6461c01ef5e4a76979b171cd5f30c6219297d9bb191f4e0959becc6e88d336,0.7210934257299346,0.0262562781741063,0.6948371475558284,0.6948371475558284,Self>Other,0.9999400755381729,0.9999157761572403,1.0,0.0007076175079878977,A,
sqa_test_f8ed4c657cf25c8582e23bfbf82e52d7b83558f3db7cbff84cc7eda43c170f36,0.712801221238585,0.028093753767625972,0.684707467470959,0.684707467470959,Self>Other,0.9999561076749058,0.9999249061706056,1.0,0.0005170749664999026,B,
sqa_test_1215fa2d1ee9186c75c96c26d6adc91f1eb4282d00d28092fdd2fa3d14ab9200,0.712004994858979,0.027657476094425478,0.6843475187645535,0.6843475187645535,Self>Other,0.999642468767058,0.9995026771600795,1.0,0.003585119822361387,C,
sqa_test_6bea9cdc64fc2f576e4c337bca834f9074293f18319489a0210aaeb371d642de,0.8153704328365489,0.1329900484569413,0.6823803843796076,0.6823803843796076,Self>Other,0.9998488383448814,0.99975274124813,0.0,0.001618249131335378,B,
sqa_test_df33c2d3a04e34dd1801adbfad5c8a5c58d1b3cff29d342b59d03d1f18cfea17,0.7244512080979085,0.06044992698939247,0.6640012811085161,0.6640012811085161,Self>Other,0.8897443103112774,0.8167096411173439,0.0,0.44306069537242154,B,
