question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_0227098556a959b5231dd6baed0245081c786753058d7a0cf8dbebac2c8152da,0.700653256352854,0.10959099217760718,0.5910622641752469,0.5910622641752469,Self>Other,0.8126608482967055,0.7026791638560197,0.0,0.6616238623493206,A,
sqa_test_110f739da429f9568c2420d40b078c0cc571df2eccf431acd7faee8beb0776e6,0.6741328921786022,0.06681589735506435,0.6073169948235378,0.6073169948235378,Self>Other,0.9413643559747361,0.9000036938293958,0.0,0.26790468331782646,C,
sqa_test_1708f1d366967826783a38c86b6be67d85f997ee999f5927d75ae0218fc891a4,0.5644544306472161,0.07487892572062056,0.4895755049265956,0.4895755049265956,Self>Other,0.9991107102830057,0.9984011675593477,1.0,0.007679161840194826,A,
sqa_test_290f6d7bd6975890b960ba26749a8c4c0c883f82be4c28237b0db8010cfc938f,0.4954562567022762,0.07505003233530615,0.42040622436697006,0.42040622436697006,Self>Other,0.9707642622303431,0.950616691347774,1.0,0.15263577804281217,B,
sqa_test_38a94d463d89ed7226b6394e4a9f6fef24de8948277f64cb686b8872304c6739,0.844389990138806,0.329341900675136,0.51504808946367,0.51504808946367,Self>Other,0.9658008204025005,0.9430873615684497,1.0,0.17883744747619595,A,
sqa_test_3b34496e100fe4572cf87f24ac1e18678924f177e7b39e7a03acfa9a7524078a,0.41062894688383117,0.10303722971018366,0.3075917171736475,0.3075917171736475,Self>Other,0.9998178718109316,0.9996780557039244,0.0,0.0018680233159819595,D,
sqa_test_3dd34561876ebf7e37841ffdc986cd3d87db3626558b39502994d7de071da475,0.7165072197135952,0.3353186415145487,0.3811885781990465,0.3811885781990465,Self>Other,0.9999684059206191,0.9999469611796371,1.0,0.0003842055790191922,B,
sqa_test_529a6a895c79719ebf273ec0122f76bb7c6ef0bda98286cb3d37d41b66ce1a7d,0.4918450539452115,0.07602965200827504,0.41581540193693645,0.41581540193693645,Self>Other,0.6455322042084015,0.43595858759865047,1.0,0.8951812344977722,D,
sqa_test_56ed28fe93a9be035dd87f35ce932dfd7d04cb03c48e4add8bd03a65812407da,0.4535404572204468,0.11426234533167648,0.33927811188877033,0.33927811188877033,Self>Other,0.5894739484043667,0.18433482353946273,0.0,0.7081533299222158,D,
sqa_test_579d281ec7379066ba2b7e38eade396a13256df79af8505a3769242544b135b5,0.47399232510380374,0.10231888142440936,0.37167344367939437,0.37167344367939437,Self>Other,0.9961091307838993,0.9941861875728605,1.0,0.029500954245418716,D,
sqa_test_72cf4bc043e2e4a7ef2f1f6b0208afe7632debb41c1e71c6934011e5aa620ec3,0.5574704070945182,0.07602589405809294,0.48144451303642527,0.48144451303642527,Self>Other,0.9966806230105876,0.9947565764308727,0.0,0.025421548707424746,C,
sqa_test_7fa1372435a8eb85fefeb7a27539744b2bad7f14f36ca6623767c99ae38c1fae,0.6699463589856607,0.1504261301127129,0.5195202288729478,0.5195202288729478,Self>Other,0.7800421711816641,0.6444911690576465,0.0,0.6834791979326044,D,
sqa_test_819e4e2ae832d3da5dcb0d49c9cd63a4f9f8898ac7d5832f87db72165d74ed8e,0.6785275158769173,0.17421259496358454,0.5043149209133327,0.5043149209133327,Self>Other,0.9667977942179663,0.9376030293377658,1.0,0.15822803868420993,C,
